Hotel,Treatment,Num_Towels_Reused,reuse_dummy_recode,days_stay_max,daterank,avg_num_towels_reused,avg_reuse_rate,unique_spell
La Grange,Control,0,0,48,21,1.52381,0.6190476,1041817907
La Grange,Control,3,1,1,1,3,1,1040417932
La Grange,Control,2,1,4,2,2.5,1,1042617942
La Grange,Treatment,1,1,1,1,1,1,1041417943
La Grange,Treatment,4,1,7,1,3,1,1063217926
La Grange,Treatment,1,1,14,1,0.5714286,0.5714286,1041017948
La Grange,Treatment,2,1,14,4,1.625,0.625,1041017934
La Grange,Control,0,0,9,2,0,0,1040617930
La Grange,Control,4,1,2,1,4,1,1042617937
La Grange,Control,1,1,1,1,1,1,1020617948
La Grange,Treatment,0,0,13,9,0,0,1044617942
La Grange,Treatment,0,0,1,1,0,0,1042217956
La Grange,Control,2,1,1,1,2,1,1021617957
La Grange,Control,0,0,2,1,0,0,1021817953
La Grange,Treatment,0,0,6,5,0.6,0.2,1020217951
La Grange,Control,2,1,15,1,2,1,1043417915
La Grange,Control,0,0,15,7,0.2,0.1,1021417947
La Grange,Control,0,0,14,2,0.8571429,0.4285714,1042017933
La Grange,Control,0,0,1,1,0,0,1042617957
La Grange,Treatment,2,1,1,1,2,1,1041617947
La Grange,Control,0,0,7,2,0.25,0.25,1044017940
La Grange,Control,1,1,4,2,1,1,1021617939
La Grange,Treatment,0,0,1,1,0,0,1042217940
La Grange,Control,1,1,1,1,1,1,1020617951
La Grange,Treatment,1,1,3,2,1,1,1043817952
La Grange,Control,3,1,7,3,1.428571,0.5714286,1042017947
La Grange,Control,0,0,7,4,1.4,0.6,1042817950
La Grange,Control,0,0,48,15,1.52381,0.6190476,1041817907
La Grange,Control,4,1,48,7,1.52381,0.6190476,1041817907
La Grange,Control,0,0,4,1,0,0,1040217936
La Grange,Control,1,1,1,1,1,1,1021817942
La Grange,Control,1,1,7,3,1.4,0.6,1042817950
La Grange,Treatment,2,1,1,1,2,1,1021017940
La Grange,Treatment,4,1,3,1,4,1,1040817939
La Grange,Treatment,3,1,7,2,1.5,0.5,1044617935
La Grange,Control,4,1,1,1,4,1,1062617940
La Grange,Control,4,1,4,2,3.333333,1,1021817930
La Grange,Treatment,0,0,1,1,0,0,1020817936
La Grange,Treatment,0,0,14,7,1.625,0.625,1041017934
La Grange,Treatment,2,1,1,1,2,1,1041617950
La Grange,Control,4,1,7,1,1.428571,0.5714286,1042017947
La Grange,Treatment,0,0,7,1,0.8333333,0.6666667,1043217943
La Grange,Treatment,4,1,1,1,4,1,1041417940
La Grange,Treatment,0,0,7,6,0.1428571,0.1428571,1040817946
La Grange,Control,1,1,1,1,1,1,1020617949
La Grange,Control,4,1,7,2,4,1,1044217933
La Grange,Treatment,1,1,3,1,1.5,1,1043817931
La Grange,Treatment,0,0,2,1,0,0,1020217928
La Grange,Treatment,5,1,2,1,5,1,1041217939
La Grange,Treatment,2,1,23,4,1.857143,0.7142857,1042217915
La Grange,Treatment,0,0,14,3,1.625,0.625,1041017934
La Grange,Control,1,1,48,18,1.52381,0.6190476,1041817907
La Grange,Treatment,2,1,1,1,2,1,1020817953
La Grange,Control,0,0,2,2,0,0,1021817953
La Grange,Treatment,4,1,1,1,4,1,1022217947
La Grange,Treatment,2,1,1,1,2,1,1020217942
La Grange,Treatment,2,1,1,1,2,1,1060617928
La Grange,Control,1,1,4,1,0.3333333,0.3333333,1040217943
La Grange,Treatment,0,0,14,5,1.6,0.8,1041017920
La Grange,Control,0,0,15,3,1.5,0.5,1042017918
La Grange,Treatment,4,1,20,2,4,1,1060817922
La Grange,Treatment,4,1,1,1,4,1,1040817930
La Grange,Control,5,1,3,1,5,1,1020617939
La Grange,Treatment,2,1,14,1,0.5,0.3333333,1043217950
La Grange,Treatment,1,1,1,1,1,1,1021017957
La Grange,Control,3,1,7,3,1.142857,0.4285714,1044017947
La Grange,Treatment,3,1,2,1,3,1,1020217929
La Grange,Control,1,1,1,1,1,1,1021817947
La Grange,Treatment,0,0,3,1,0,0,1043617952
La Grange,Treatment,4,1,14,1,2,0.5,1061817926
La Grange,Treatment,2,1,1,1,2,1,1022217942
La Grange,Treatment,0,0,1,1,0,0,1061217947
La Grange,Treatment,1,1,2,1,1,1,1041417944
La Grange,Control,1,1,2,1,1,1,1040217940
La Grange,Treatment,0,0,14,2,2,0.5,1061817926
La Grange,Control,3,1,18,4,2.166667,0.6666667,1044017922
La Grange,Control,0,0,1,1,0,0,1020617950
La Grange,Treatment,2,1,1,1,2,1,1020817948
La Grange,Treatment,1,1,1,1,1,1,1022217946
La Grange,Treatment,4,1,3,1,4,1,1060217927
La Grange,Control,0,0,7,5,1.142857,0.4285714,1044017947
La Grange,Control,3,1,5,1,3,1,1061617957
La Grange,Control,0,0,15,4,0.2,0.1,1021417947
La Grange,Control,0,0,1,1,0,0,1040417948
La Grange,Treatment,1,1,4,2,1.5,1,1021217939
La Grange,Treatment,0,0,13,1,0,0,1044617942
La Grange,Control,1,1,7,5,1.428571,0.5714286,1042017947
La Grange,Treatment,0,0,14,3,0.5714286,0.5714286,1041017948
La Grange,Control,0,0,2,1,0,0,1043017954
La Grange,Treatment,3,1,2,1,2,1,1020217931
La Grange,Control,1,1,1,1,1,1,1042617953
La Grange,Treatment,1,1,1,1,1,1,1042217945
La Grange,Control,3,1,4,1,1.5,0.5,1042417942
La Grange,Control,5,1,1,1,5,1,1063417940
La Grange,Treatment,0,0,3,1,0,0,1063817929
La Grange,Treatment,0,0,13,2,0,0,1044617942
La Grange,Control,1,1,1,1,1,1,1021817946
La Grange,Control,2,1,7,2,1.142857,0.4285714,1044017947
La Grange,Treatment,0,0,3,2,0,0,1043617952
La Grange,Control,0,0,7,5,1.4,0.6,1042817950
La Grange,Control,1,1,4,1,1,1,1021617939
La Grange,Control,3,1,2,2,3.5,1,1021417936
La Grange,Treatment,2,1,1,1,2,1,1043217932
La Grange,Control,3,1,7,1,1.4,0.6,1042817950
La Grange,Control,0,0,1,1,0,0,1042617954
La Grange,Control,3,1,1,1,3,1,1021617943
La Grange,Control,4,1,1,1,4,1,1021417934
La Grange,Control,1,1,1,1,1,1,1042417953
La Grange,Treatment,4,1,4,3,1.666667,0.6666667,1020817930
La Grange,Treatment,0,0,1,1,0,0,1020817947
La Grange,Treatment,3,1,3,1,3,1,1022217939
La Grange,Control,0,0,2,1,0,0,1042817939
La Grange,Treatment,2,1,4,1,1.5,1,1021217939
La Grange,Treatment,0,0,5,2,0,0,1043217937
La Grange,Control,4,1,7,1,1.166667,0.3333333,1040217947
La Grange,Control,1,1,48,20,1.52381,0.6190476,1041817907
La Grange,Control,0,0,48,11,1.52381,0.6190476,1041817907
La Grange,Treatment,4,1,7,2,4,1,1064217926
La Grange,Treatment,0,0,2,1,0,0,1022217953
La Grange,Control,3,1,7,3,1,0.4,1044217940
La Grange,Treatment,3,1,1,1,3,1,1041417931
La Grange,Control,2,1,15,5,0.2,0.1,1021417947
La Grange,Control,4,1,28,1,3,1,1063617912
La Grange,Control,4,1,7,2,3,1,1061017927
La Grange,Control,0,0,7,3,2.2,0.6,1043417930
La Grange,Control,0,0,7,3,0.3333333,0.3333333,1044017954
La Grange,Treatment,3,1,1,1,3,1,1043617931
La Grange,Treatment,2,1,5,1,2,1,1020217957
La Grange,Control,0,0,4,2,1.5,0.5,1042417942
La Grange,Control,2,1,14,5,0.8571429,0.4285714,1042017933
La Grange,Control,4,1,48,2,1.52381,0.6190476,1041817907
La Grange,Treatment,0,0,7,1,1.5,0.5,1044617935
La Grange,Treatment,2,1,1,1,2,1,1041617943
La Grange,Treatment,3,1,1,1,3,1,1041617951
La Grange,Control,3,1,1,1,3,1,1021617931
La Grange,Control,0,0,4,2,0.3333333,0.3333333,1040217943
La Grange,Treatment,0,0,14,6,0.6666667,0.3333333,1044617921
La Grange,Control,2,1,1,1,2,1,1042817928
La Grange,Treatment,5,1,14,1,1.625,0.625,1041017934
La Grange,Control,0,0,9,4,0,0,1040617930
La Grange,Treatment,0,0,7,6,0.8333333,0.6666667,1043217943
La Grange,Treatment,0,0,7,1,0,0,1043817955
La Grange,Control,3,1,7,2,2,0.6666667,1042017954
La Grange,Treatment,0,0,14,6,1.625,0.625,1041017934
La Grange,Treatment,2,1,42,2,3,1,1062817912
La Grange,Treatment,2,1,7,1,2,1,1061217956
La Grange,Control,2,1,1,1,2,1,1020417949
La Grange,Control,0,0,9,1,0,0,1040617930
La Grange,Control,1,1,2,1,0.5,0.5,1020617953
La Grange,Control,2,1,48,16,1.52381,0.6190476,1041817907
La Grange,Treatment,0,0,7,4,0.1428571,0.1428571,1040817946
La Grange,Control,2,1,1,1,2,1,1021617956
La Grange,Control,0,0,1,1,0,0,1020617943
La Grange,Treatment,2,1,7,2,3,1,1063217926
La Grange,Control,0,0,7,3,1.166667,0.3333333,1040217947
La Grange,Control,3,1,48,9,1.52381,0.6190476,1041817907
La Grange,Control,4,1,7,5,2.2,0.6,1043417930
La Grange,Treatment,2,1,1,1,2,1,1020217940
La Grange,Treatment,0,0,7,1,0,0,1061417922
La Grange,Control,3,1,1,1,3,1,1020617942
La Grange,Treatment,1,1,1,1,1,1,1060617930
La Grange,Control,2,1,7,6,1.428571,0.5714286,1042017947
La Grange,Treatment,2,1,1,1,2,1,1041417930
La Grange,Treatment,1,1,3,1,1,1,1043817952
La Grange,Treatment,1,1,1,1,1,1,1040817945
La Grange,Control,2,1,7,3,0.6666667,0.3333333,1043417936
La Grange,Control,4,1,14,1,3,1,1064417919
La Grange,Treatment,4,1,7,2,4,1,1062417926
La Grange,Control,2,1,2,1,2,1,1042417954
La Grange,Control,3,1,1,1,3,1,1040217932
La Grange,Control,3,1,7,1,2,0.6666667,1042017954
La Grange,Treatment,0,0,6,2,0.6,0.2,1020217951
La Grange,Control,0,0,1,1,0,0,1020417947
La Grange,Control,3,1,4,3,3.333333,1,1021817930
La Grange,Control,0,0,3,1,1,0.5,1043417952
La Grange,Treatment,4,1,20,1,4,1,1060817922
La Grange,Treatment,0,0,1,1,0,0,1043817940
La Grange,Control,2,1,7,1,3,1,1061017927
La Grange,Control,5,1,1,1,5,1,1042417937
La Grange,Control,0,0,1,1,0,0,1021817950
La Grange,Treatment,1,1,1,1,1,1,1020817956
La Grange,Treatment,0,0,5,1,0,0,1043217937
La Grange,Control,2,1,1,1,2,1,1042417947
La Grange,Control,4,1,4,2,2,0.6666667,1042417928
La Grange,Treatment,2,1,1,1,2,1,1041417951
La Grange,Control,0,0,2,2,0.5,0.5,1021617946
La Grange,Control,0,0,2,1,0,0,1044217950
La Grange,Control,1,1,1,1,1,1,1020417956
La Grange,Control,2,1,1,1,2,1,1021417945
La Grange,Control,0,0,3,1,0,0,1020417944
La Grange,Control,0,0,4,1,0,0,1044217954
La Grange,Control,0,0,48,17,1.52381,0.6190476,1041817907
La Grange,Control,0,0,18,3,2.166667,0.6666667,1044017922
La Grange,Control,2,1,1,1,2,1,1021417946
La Grange,Treatment,0,0,1,1,0,0,1043817934
La Grange,Treatment,0,0,6,3,0.6,0.2,1020217951
La Grange,Treatment,4,1,10,2,1.5,0.5,1022217923
La Grange,Control,0,0,18,6,2.166667,0.6666667,1044017922
La Grange,Treatment,0,0,15,1,0,0,1041017933
La Grange,Treatment,2,1,1,1,2,1,1043817928
La Grange,Control,0,0,14,1,0.8571429,0.4285714,1042017933
La Grange,Treatment,0,0,1,1,0,0,1021017954
La Grange,Control,4,1,1,1,4,1,1061617940
La Grange,Control,1,1,2,1,1,1,1021417940
La Grange,Control,0,0,7,7,1.142857,0.4285714,1044017947
La Grange,Control,0,0,48,12,1.52381,0.6190476,1041817907
La Grange,Treatment,1,1,1,1,1,1,1043817948
La Grange,Control,2,1,1,1,2,1,1020417943
La Grange,Treatment,2,1,1,1,2,1,1041417946
La Grange,Control,4,1,21,2,4,1,1062017912
La Grange,Treatment,0,0,2,1,0,0,1043217928
La Grange,Control,1,1,1,1,1,1,1040417946
La Grange,Control,0,0,7,6,1.166667,0.3333333,1040217947
La Grange,Control,4,1,7,1,2.2,0.6,1043417930
La Grange,Treatment,4,1,42,1,3,1,1062817912
La Grange,Control,2,1,3,1,2,1,1040417939
La Grange,Control,2,1,14,2,3,1,1064417919
La Grange,Treatment,0,0,1,1,0,0,1043617932
La Grange,Control,3,1,1,1,3,1,1021617951
La Grange,Treatment,0,0,13,3,0,0,1044617942
La Grange,Control,0,0,3,1,0,0,1042417939
La Grange,Control,0,0,1,1,0,0,1062617957
